@relation 'BOOKKEEPER'

@attribute release numeric
@attribute fileName string
@attribute numberOfLines numeric
@attribute numberOfAuthors numeric
@attribute age numeric
@attribute weightAge numeric
@attribute numberOfCommits numeric
@attribute changeSetSize numeric
@attribute avgChangeSetSize numeric
@attribute maxChangeSetSize numeric
@attribute addedLines numeric
@attribute avgAddedLines numeric
@attribute maxAddedLines numeric
@attribute changedLines numeric
@attribute avgChangedLines numeric
@attribute maxChangedLines numeric
@attribute churn numeric
@attribute avgChurn numeric
@attribute maxChurn numeric
@attribute numberOfBugs numeric
@attribute buggy {NO,YES}

@data
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/MacDigestManager.java,67,36,36,1,13,52,4,4,13,1,1,26,2,2,0,0,0,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java,249,3,3,2,45,573,12,50,659,14,44,795,17,49,523,11,39,5,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,271,1,1,2,16,130,8,16,37,2,4,71,4,5,3,0,3,2,NO
1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,302,36,36,3,27,75,2,17,225,8,15,649,24,41,-199,-7,0,3,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,584,1,1,3,31,565,18,50,472,15,41,519,16,41,425,13,41,4,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DirectMemoryUtils.java,57,1,1,1,4,8,2,2,228,57,57,228,57,57,228,57,57,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/conf/SystemPropertiesConfigurationTest.java,41,1,1,1,3,12,4,4,123,41,41,123,41,41,123,41,41,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/TestBackwardCompat.java,623,1,1,4,44,375,8,19,6708,152,506,7274,165,506,6142,139,506,6,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,36,36,1,13,26,2,2,104,8,8,104,8,8,104,8,8,1,NO
1,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,210,1,1,2,15,75,5,17,486,32,40,588,39,48,384,25,32,2,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/PortManager.java,55,1,1,1,11,121,11,11,605,55,55,605,55,55,605,55,55,1,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,159,1,1,1,44,375,8,12,124,2,6,182,4,6,66,1,6,4,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookKeeperServerStats.java,137,1,1,1,2,28,14,14,4,2,2,4,2,2,4,2,2,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCloseTest.java,217,1,1,5,58,541,9,50,2270,39,157,2296,39,157,2244,38,157,8,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/OrderedSafeExecutor.java,180,36,36,3,32,257,8,16,833,26,53,927,28,66,739,23,40,4,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorRollingRestartTest.java,74,1,1,3,21,430,20,50,604,28,73,610,29,73,598,28,73,3,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java,84,1,1,2,21,87,4,7,1113,53,74,1113,53,74,1113,53,74,2,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java,464,1,1,1,7,350,50,50,140,20,20,266,38,38,14,2,2,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,275,1,1,4,58,415,7,12,254,4,10,428,7,13,80,1,10,7,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,339,1,1,3,44,650,14,50,3900,88,333,4016,91,333,3784,86,333,5,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,255,1,1,4,65,740,11,19,2231,34,143,2697,41,153,1765,27,133,7,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,163,36,36,1,12,180,15,15,36,3,3,48,4,4,24,2,2,1,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieReadWriteTest.java,47,1,1,1,13,429,33,33,611,47,47,611,47,47,611,47,47,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexPersistenceMgr.java,593,1,1,1,3,51,17,17,45,15,15,54,18,18,36,12,12,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,101,1,1,1,4,8,2,2,40,10,10,64,16,16,16,4,4,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicyImpl.java,815,1,1,1,2,28,14,14,296,148,148,370,185,185,222,111,111,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,239,1,1,4,54,592,10,50,3384,62,167,3556,65,167,3212,59,167,7,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperDiskSpaceWeightedLedgerPlacementTest.java,486,1,1,1,3,15,5,5,390,130,130,678,226,226,102,34,34,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/BookieAuthProvider.java,89,1,1,1,3,66,22,22,48,16,16,78,26,26,18,6,6,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,113,1,1,3,27,204,7,9,957,35,77,984,36,77,930,34,77,4,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,94,1,1,2,13,362,27,50,492,37,82,577,44,95,407,31,69,2,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java,27,1,1,1,9,108,12,12,243,27,27,243,27,27,243,27,27,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthProviderFactoryFactory.java,111,1,1,1,3,66,22,22,78,26,26,156,52,52,0,0,0,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java,209,1,1,2,22,444,20,50,78,3,8,134,6,16,22,1,2,3,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerIteratorTest.java,43,1,1,2,17,370,21,50,444,26,43,444,26,43,444,26,43,2,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,606,1,1,1,25,203,8,11,131,5,11,176,7,11,86,3,11,3,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,548,1,1,4,113,926,8,19,2991,26,174,3828,33,174,2154,19,174,11,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNSToSwitchMapping.java,71,1,1,1,2,28,14,14,24,12,12,26,13,13,22,11,11,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,359,1,1,4,49,520,10,19,4394,89,298,4862,99,298,3926,80,298,5,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,101,1,1,2,32,277,8,11,68,2,4,128,4,8,8,0,1,3,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,285,36,36,3,81,479,5,12,3024,37,79,4068,50,147,1980,24,75,9,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/AuthHandler.java,391,1,1,3,20,126,6,22,424,21,92,667,33,141,181,9,43,4,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,453,36,36,5,213,1778,8,33,2922,13,51,3694,17,53,2150,10,49,22,YES
1,bookkeeper-stats/src/main/java/org/apache/bookkeeper/stats/StatsLogger.java,76,1,1,1,3,45,15,15,66,22,22,69,23,23,63,21,21,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/conf/TestBKConfiguration.java,35,1,1,1,7,42,6,6,7,1,1,7,1,1,7,1,1,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,236,36,36,4,109,650,5,22,2499,22,134,3439,31,216,1559,14,52,11,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,101,1,1,1,7,350,50,50,14,2,2,14,2,2,14,2,2,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/ScriptBasedMapping.java,261,1,1,1,2,28,14,14,2,1,1,10,5,5,-6,-3,0,1,NO
1,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/CounterImpl.java,60,1,1,1,3,45,15,15,180,60,60,180,60,60,180,60,60,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,740,3,3,3,158,1915,12,50,5619,35,208,6807,43,215,4431,28,201,14,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieRecoveryTest.java,423,36,36,2,26,104,4,7,637,24,45,1196,46,50,78,3,40,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestProtoVersions.java,113,6,6,1,12,48,4,4,12,1,1,24,2,2,0,0,0,1,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,69,36,36,2,24,550,22,33,44,1,4,391,16,25,-303,-12,2,2,YES
1,bookkeeper-stats-providers/twitter-ostrich-provider/src/main/java/org/apache/bookkeeper/stats/twitter/ostrich/OstrichProvider.java,87,1,1,1,13,55,4,15,168,12,46,216,16,50,120,9,42,3,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/ClientAuthProvider.java,94,1,1,1,3,66,22,22,51,17,17,87,29,29,15,5,5,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthToken.java,44,1,1,1,3,66,22,22,132,44,44,132,44,44,132,44,44,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SynchCallbackUtils.java,67,1,1,1,3,15,5,5,201,67,67,201,67,67,201,67,67,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java,100,36,36,1,12,108,9,9,300,25,25,300,25,25,300,25,25,1,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,274,36,36,5,94,715,7,16,844,8,42,1141,12,42,547,5,42,11,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,332,36,36,2,31,346,11,16,474,15,28,492,15,30,456,14,26,4,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestDeathwatcher.java,62,1,1,1,7,350,50,50,14,2,2,14,2,2,14,2,2,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,340,1,1,3,37,288,7,17,311,8,29,340,9,30,282,7,28,5,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,367,3,3,3,88,1044,11,50,1090,12,33,1524,17,44,656,7,31,8,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieLayoutVersionTest.java,261,3,3,1,25,184,7,11,111,4,6,209,8,12,13,0,1,2,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalAsyncLedgerOpsTest.java,47,1,1,1,13,429,33,33,611,47,47,611,47,47,611,47,47,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Main.java,54,36,36,1,13,429,33,33,13,1,1,26,2,2,0,0,0,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestSyncThread.java,358,1,1,3,20,107,5,9,2427,121,340,2467,123,340,2387,119,340,4,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestWatchEnsembleChange.java,109,1,1,2,14,427,30,50,581,41,71,651,46,71,511,36,71,2,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/TestMetaStore.java,646,1,1,1,7,350,50,50,21,3,3,56,8,8,-14,-2,0,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,342,1,1,1,7,350,50,50,154,22,22,294,42,42,14,2,2,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/MultipleThreadReadTest.java,314,1,1,2,14,357,25,50,98,7,12,364,26,50,-168,-12,2,2,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCacheTest.java,131,26,26,1,13,52,4,4,1703,131,131,1703,131,131,1703,131,131,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HexDumpEntryFormatter.java,53,1,1,1,3,6,2,2,159,53,53,159,53,53,159,53,53,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuthAutoRecoveryTest.java,111,1,1,1,3,66,22,22,333,111,111,333,111,111,333,111,111,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieFailureTest.java,47,1,1,1,13,429,33,33,611,47,47,611,47,47,611,47,47,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,158,1,1,1,33,573,17,33,1798,54,94,2490,75,94,1106,33,94,3,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java,488,1,1,2,9,42,4,14,37,4,5,65,7,9,9,1,1,2,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,1,1,1,12,60,5,5,480,40,40,480,40,40,480,40,40,1,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,244,36,36,4,41,662,16,50,276,6,13,519,12,26,33,0,6,6,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerStorageTest.java,53,1,1,1,3,24,8,8,159,53,53,159,53,53,159,53,53,1,NO
1,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/FinagleStatsLoggerImpl.java,86,1,1,1,3,45,15,15,258,86,86,258,86,86,258,86,86,1,NO
1,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/FinagleStatsProvider.java,47,1,1,1,3,45,15,15,141,47,47,141,47,47,141,47,47,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,187,36,36,3,51,1052,20,50,157,3,12,308,6,15,6,0,9,6,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalLedgerDeleteTest.java,45,1,1,1,25,561,22,33,611,24,47,659,26,47,563,22,47,2,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/EntryLogTest.java,150,1,1,5,104,911,8,50,2562,24,90,2830,27,90,2294,22,90,11,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,320,1,1,4,118,962,8,33,5054,42,251,5304,44,251,4804,40,251,13,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/CleanupLedgerManager.java,226,1,1,2,13,130,10,16,1588,122,226,1588,122,226,1588,122,226,2,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,770,1,1,2,12,114,9,15,58,4,5,81,6,7,35,2,3,2,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,561,36,36,5,208,1185,5,33,3304,15,64,7240,34,168,-632,-3,47,22,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerLayoutTest.java,140,1,1,3,39,995,25,50,1846,47,136,1934,49,136,1758,45,136,4,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,201,1,1,4,48,521,10,50,2067,43,88,2083,43,88,2051,42,88,6,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,161,36,36,2,19,482,25,50,50,2,3,86,4,6,14,0,2,2,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java,108,1,1,2,16,458,28,50,365,22,39,372,23,39,358,22,39,2,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,274,1,1,3,29,131,4,7,512,17,28,534,18,29,490,16,27,3,YES
1,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,176,1,1,3,27,161,5,11,233,8,19,1241,45,91,-775,-28,0,3,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,148,1,1,4,95,833,8,19,2180,22,133,2276,23,133,2084,21,133,10,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,230,1,1,2,27,415,15,50,2580,95,230,2616,96,230,2544,94,230,3,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/conf/NoSystemPropertiesConfigurationTest.java,40,1,1,1,3,12,4,4,120,40,40,120,40,40,120,40,40,1,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,466,1,1,5,111,1170,10,50,5099,45,336,5745,51,336,4453,40,336,13,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,163,1,1,1,41,647,15,33,2151,52,144,2328,56,144,1974,48,144,4,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestLedgerDirsManager.java,84,1,1,3,25,512,20,50,1041,41,80,1081,43,80,1001,40,80,4,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerRecoveryTest.java,152,36,36,1,24,192,8,11,480,20,39,504,21,39,456,19,39,2,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,1,1,1,11,132,12,12,11,1,1,22,2,2,0,0,0,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RegionAwareEnsemblePlacementPolicy.java,603,1,1,2,5,31,6,14,61,12,15,117,23,31,5,1,4,2,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,85,1,1,2,18,198,11,19,912,50,55,912,50,55,912,50,55,2,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,144,36,36,1,35,324,9,12,526,15,36,620,17,42,432,12,30,3,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/MathUtils.java,50,36,36,3,21,158,7,11,235,11,25,308,14,25,162,7,25,3,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServerMXBean.java,53,1,0,2,9,27,3,3,0,0,0,45,5,5,-45,-5,0,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,36,36,1,12,180,15,15,144,12,12,264,22,22,24,2,2,1,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestRackawareEnsemblePlacementPolicyUsingScript.java,321,1,1,2,5,31,6,14,214,42,77,216,43,78,212,42,76,2,NO
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBackwardCompatCMS42.java,236,1,1,1,3,66,22,22,63,21,21,135,45,45,-9,-3,0,1,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,128,1,1,3,17,183,10,12,248,14,19,280,16,20,216,12,18,3,NO
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,117,19,19,3,103,811,7,16,930,9,37,1567,15,60,293,2,14,9,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,289,36,36,4,133,797,5,16,2557,19,139,3337,25,156,1777,13,122,13,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BaseTestCase.java,242,36,36,3,124,1283,10,33,1755,14,30,5913,47,235,-2403,-19,30,10,YES
1,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCacheTest.java,138,6,6,2,37,573,15,33,61,1,3,158,4,10,-36,0,1,3,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,715,2,2,3,169,580,3,12,2027,11,76,2702,15,86,1352,8,66,18,YES
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieConnectionPeer.java,30,1,1,1,3,66,22,22,90,30,30,90,30,30,90,30,30,1,NO
2,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleOpStatsLogger.java,68,1,1,1,4,8,2,2,4,1,1,8,2,2,0,0,0,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,378,15,15,2,26,277,10,17,2864,110,228,3112,119,245,2616,100,211,3,YES
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/tools/BookKeeperTools.java,638,62,62,2,16,107,6,8,29,1,2,32,2,2,26,1,2,2,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/jmx/BKMBeanRegistry.java,89,21,21,1,11,11,1,1,33,3,3,55,5,5,11,1,1,1,YES
2,bookkeeper-stats-providers/twitter-ostrich-provider/src/main/java/org/apache/bookkeeper/stats/twitter/ostrich/OpStatsLoggerImpl.java,116,1,1,1,3,45,15,15,87,29,29,111,37,37,63,21,21,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java,83,1,1,1,7,7,1,1,7,1,1,14,2,2,0,0,0,1,NO
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,325,10,10,5,96,738,7,50,4880,50,127,5070,52,127,4690,48,127,12,NO
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieShutdownTest.java,115,1,1,2,25,381,15,50,1266,50,72,1280,51,73,1252,50,71,4,NO
2,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleStatsLogger.java,109,1,1,1,3,45,15,15,30,10,10,30,10,10,30,10,10,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/WriteEntryProcessorV3.java,151,1,0,1,7,7,1,1,0,0,0,7,1,1,-7,-1,0,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LocalBookieEnsemblePlacementPolicy.java,88,1,1,1,4,8,2,2,68,17,17,68,17,17,68,17,17,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandleAdv.java,219,1,1,3,9,21,2,5,81,9,17,123,13,23,39,4,11,3,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,750,62,62,6,254,1295,5,22,6935,27,312,11026,43,446,2844,11,178,27,YES
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerMetadataCreationTest.java,172,1,1,1,3,3,1,1,3,1,1,6,2,2,0,0,0,1,NO
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/StaticDNSResolver.java,87,1,1,1,2,28,14,14,2,1,1,10,5,5,-6,-3,0,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,193,1,1,1,3,51,17,17,6,2,2,12,4,4,0,0,0,1,NO
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperCloseTest.java,629,1,1,3,27,487,18,50,5108,189,676,6004,222,676,4212,156,676,4,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,97,1,1,1,9,81,9,9,54,6,6,81,9,9,27,3,3,1,NO
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,371,62,62,3,68,834,12,50,1662,24,76,2249,33,76,1075,15,76,7,YES
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/auth/TestAuth.java,785,1,1,1,3,66,22,22,777,259,259,1161,387,387,393,131,131,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,174,62,62,2,82,1009,12,33,516,6,28,776,9,38,256,3,18,8,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/auth/AuthCallbacks.java,28,1,1,1,3,66,22,22,84,28,28,84,28,28,84,28,28,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,12,12,1,11,132,12,12,44,4,4,99,9,9,-11,-1,0,1,YES
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexPersistenceMgrTest.java,125,1,1,1,6,12,2,2,750,125,125,750,125,125,750,125,125,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java,403,62,62,5,144,872,6,17,3994,27,154,5176,35,206,2812,19,102,15,YES
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,173,28,28,2,79,799,10,33,2987,37,193,3500,44,193,2474,31,193,8,YES
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerIdGenerator.java,122,1,1,1,4,16,4,4,12,3,3,16,4,4,8,2,2,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,550,13,13,5,88,373,4,17,3811,43,126,5395,61,194,2227,25,124,11,YES
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,61,43,43,1,13,91,7,7,793,61,61,793,61,61,793,61,61,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,119,1,1,1,8,24,3,3,80,10,10,80,10,10,80,10,10,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,65,62,62,1,12,132,11,11,156,13,13,264,22,22,48,4,4,1,NO
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,258,62,62,2,20,454,22,50,40,2,2,53,2,3,27,1,2,2,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java,79,1,1,1,2,28,14,14,4,2,2,6,3,3,2,1,1,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopologyImpl.java,881,1,1,1,2,28,14,14,4,2,2,6,3,3,2,1,1,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/IndexInMemPageMgr.java,567,1,1,1,4,8,2,2,28,7,7,44,11,11,12,3,3,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ClientConnectionPeer.java,30,1,1,1,3,66,22,22,90,30,30,90,30,30,90,30,30,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ConnectionPeer.java,63,1,1,1,3,66,22,22,189,63,63,189,63,63,189,63,63,1,NO
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,232,1,1,1,7,350,50,50,14,2,2,14,2,2,14,2,2,1,NO
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/DataFormats.java,1493,1,1,1,11,110,10,10,16423,1493,1493,16423,1493,1493,16423,1493,1493,1,YES
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/HierarchicalBookieRecoveryTest.java,46,28,28,1,13,429,33,33,598,46,46,598,46,46,598,46,46,1,NO
2,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,116,34,34,2,20,454,22,50,1536,76,116,1557,77,116,1515,75,116,2,NO
